operation,operationLabel,backend,pushes,cacheState,maintenanceMode,scoreMillis,scoreErrorMillis,p50Millis,p95Millis,p99Millis,activePacks,packPayloadBytes,packIndexBytes,smallPacks,smallPackRatioBasisPoints,storedExtensionBytes,unreachableLogicalBytes,maintenanceElapsedMillis,maintenanceStoredByteDelta,maintenancePackReduction,jgitDfsMidxExtensionAvailable,jdkVersion,jmhMode,latencySavingMillis,latencySavingPercent,breakEvenReads,beneficial
lookupNewestObject,Newest-object lookup,hsqldb,1000,warm,compact-only,0.004036642832822612,0.0003342306589621508,0.003756,0.00416,0.006147839999999967,2,9523694,88944,1,5000,9612777,844900,1373.0,-1101821,998,True,21.0.12.1,sample,-3.829283713928638e-05,-0.9577159873604826,,False
lookupNewestObject,Newest-object lookup,hsqldb,1000,warm,read-optimized,0.004009720233236158,0.00032423392821975,0.0036959999999999996,0.004076,0.005967999999999999,2,9523694,88944,1,5000,9684701,844900,1567.0,-1029897,998,True,21.0.12.1,sample,-1.137023755283257e-05,-0.28437324309047574,,False
lookupOldestObject,Oldest-object lookup,hsqldb,1000,warm,none,0.010854296340731838,0.0005772064651387249,0.010192,0.011632,0.019175040000000036,1000,9555630,1158800,1000,10000,10714598,844900,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,hsqldb,1000,warm,compact-only,0.003987111301546964,0.00022994118532303448,0.003744,0.004256,0.006937439999999943,2,9523694,88944,1,5000,9612777,844900,1328.0,-1101821,998,True,21.0.12.1,sample,0.006867185039184874,63.26697580031117,193384,True
lookupOldestObject,Oldest-object lookup,hsqldb,1000,warm,read-optimized,0.003917238077131197,0.00013668905452259583,0.003744,0.004136,0.006169760000000009,2,9523694,88944,1,5000,9684701,844900,1463.0,-1029897,998,True,21.0.12.1,sample,0.006937058263600641,63.91071374722498,210897,True
readAllRefs,Read all refs,hsqldb,1000,warm,none,0.0004450604037988976,0.00018677400726965622,0.00035,0.00041,0.000811,1000,9555630,1158800,1000,10000,10714598,844900,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,hsqldb,1000,warm,compact-only,0.00038488020230991073,0.0001530633878265489,0.00031,0.00035099999999999997,0.00062,2,9523694,88944,1,5000,9612777,844900,1527.0,-1101821,998,True,21.0.12.1,sample,6.0180201488986855e-05,13.5218053494104,25373794,True
readAllRefs,Read all refs,hsqldb,1000,warm,read-optimized,0.0004812682077008695,0.0002955757168413076,0.000321,0.00037099999999999996,0.000641,2,9523694,88944,1,5000,9684701,844900,1535.0,-1029897,998,True,21.0.12.1,sample,-3.6207803901971915e-05,-8.135480845501718,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,1000,warm,none,3.309363800586511,0.08687492130769062,3.198976,4.539187200000001,5.723914239999995,1000,9555630,1158800,1000,10000,10714598,844900,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,1000,warm,compact-only,0.5419600776699032,0.017581398401290516,0.53248,0.7741439999999999,1.0056294399999994,2,9523694,88944,1,5000,9612777,844900,1419.0,-1101821,998,True,21.0.12.1,sample,2.767403722916608,83.62343609445863,513,True
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,1000,warm,read-optimized,0.5925265771170687,0.013070411205033309,0.57856,0.7440383999999999,0.8359116800000002,2,9523694,88944,1,5000,9684701,844900,1561.0,-1029897,998,True,21.0.12.1,sample,2.7168372234694425,82.09545360313494,575,True
revisionWalk,Revision walk,hsqldb,1000,warm,none,6.727930650746272,0.08833316115010575,6.610944,7.307264,8.154644479999995,1000,9555630,1158800,1000,10000,10714598,844900,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,hsqldb,1000,warm,compact-only,2.66672382485207,0.043441189552131027,2.6910719999999997,2.8590079999999998,2.990161919999998,2,9523694,88944,1,5000,9612777,844900,1477.0,-1101821,998,True,21.0.12.1,sample,4.061206825894201,60.36338715001063,364,True
revisionWalk,Revision walk,hsqldb,1000,warm,read-optimized,2.5705138468571436,0.04521631227139794,2.535424,2.8762111999999997,3.91561216,2,9523694,88944,1,5000,9684701,844900,1583.0,-1029897,998,True,21.0.12.1,sample,4.157416803889128,61.7933956175363,381,True
cloneStyleTraversal,Clone-style traversal,postgresql,1,cold,none,0.011040964617291456,0.0014557128049231638,0.009023999999999999,0.013712,0.021868159999999914,1,17140,1184,1,10000,18491,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,postgresql,1,cold,compact-only,0.0104637661449901,0.0011166947022364989,0.009056,0.011632,0.021664,2,17172,2256,2,10000,19567,8449,48.0,1076,-1,True,21.0.12.1,sample,0.000577198472301357,5.2277902548242565,83161,False
cloneStyleTraversal,Clone-style traversal,postgresql,1,cold,read-optimized,0.010368186257102275,0.001169556936341399,0.008943999999999999,0.011536,0.02100576000000001,2,17172,2256,2,10000,20955,8449,70.0,2464,-1,True,21.0.12.1,sample,0.0006727783601891812,6.093474469934726,104047,False
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,1,cold,none,0.010792982050983599,0.001488031598941948,0.008928,0.010735999999999999,0.021248,1,17140,1184,1,10000,18491,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,1,cold,compact-only,0.010966639488116997,0.0015745726149711237,0.009056,0.012352,0.021504,2,17172,2256,2,10000,19567,8449,43.0,1076,-1,True,21.0.12.1,sample,-0.00017365743713339786,-1.6089847672596833,,False
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,1,cold,read-optimized,0.010780549834233656,0.0012905990656881241,0.008879999999999999,0.014752,0.021727999999999997,2,17172,2256,2,10000,20955,8449,69.0,2464,-1,True,21.0.12.1,sample,1.2432216749942368e-05,0.11518796835958214,5550097,False
lookupMissingObject,Missing-object lookup,postgresql,1,cold,none,0.00023555663175737023,1.0468917159528688e-05,0.00020999999999999998,0.00027,0.00045099999999999996,1,17140,1184,1,10000,18491,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,postgresql,1,cold,compact-only,0.00022548023434844326,5.990272940111631e-06,0.00020099999999999998,0.000251,0.0003589199999999764,2,17172,2256,2,10000,19567,8449,48.0,1076,-1,True,21.0.12.1,sample,1.0076397408926977e-05,4.27769633728926,4763608,False
lookupMissingObject,Missing-object lookup,postgresql,1,cold,read-optimized,0.00022824893012838462,9.458571250197322e-06,0.00020099999999999998,0.000251,0.00041099999999999996,2,17172,2256,2,10000,20955,8449,64.0,2464,-1,True,21.0.12.1,sample,7.307701628985613e-06,3.10231198946364,8757884,False
lookupNewestObject,Newest-object lookup,postgresql,1,cold,none,0.004484708561820508,2.0570249886210778e-05,0.004288,0.004776,0.008297920000000042,1,17140,1184,1,10000,18491,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,postgresql,1,cold,compact-only,0.004470468078580525,7.014928248999564e-05,0.004272,0.004744,0.007471359999999985,2,17172,2256,2,10000,19567,8449,44.0,1076,-1,True,21.0.12.1,sample,1.4240483239983184e-05,0.3175341952254407,3089783,False
lookupNewestObject,Newest-object lookup,postgresql,1,cold,read-optimized,0.004463438731379138,6.234001514794228e-05,0.004272,0.004744,0.007096,2,17172,2256,2,10000,20955,8449,79.0,2464,-1,True,21.0.12.1,sample,2.126983044137016e-05,0.47427452973077816,3714181,False
lookupOldestObject,Oldest-object lookup,postgresql,1,cold,none,0.004482194612898259,9.91587425460019e-05,0.004288,0.004776,0.007098320000000007,1,17140,1184,1,10000,18491,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,postgresql,1,cold,compact-only,0.004507298237458842,0.0002030101459453987,0.004288,0.004632,0.007124319999999949,2,17172,2256,2,10000,19567,8449,43.0,1076,-1,True,21.0.12.1,sample,-2.5103624560583217e-05,-0.560074399454753,,False
lookupOldestObject,Oldest-object lookup,postgresql,1,cold,read-optimized,0.004419920279933057,1.7581477884940916e-05,0.0042639999999999996,0.004576,0.007048,2,17172,2256,2,10000,20955,8449,65.0,2464,-1,True,21.0.12.1,sample,6.227433296520247e-05,1.3893714651746207,1043769,False
readAllRefs,Read all refs,postgresql,1,cold,none,0.0005415691133784854,1.1722358157606653e-05,0.0005009999999999999,0.000551,0.0009519999999999999,1,17140,1184,1,10000,18491,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,postgresql,1,cold,compact-only,0.0005325190101387401,1.6471271811588593e-05,0.00047099999999999996,0.000551,0.00105,2,17172,2256,2,10000,19567,8449,44.0,1076,-1,True,21.0.12.1,sample,9.050103239745342e-06,1.6710892508784032,4861823,False
readAllRefs,Read all refs,postgresql,1,cold,read-optimized,0.0005085894117647056,1.565183478489419e-05,0.00045099999999999996,0.000511,0.000991,2,17172,2256,2,10000,20955,8449,71.0,2464,-1,True,21.0.12.1,sample,3.297970161377981e-05,6.089657035284311,2152840,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,1,cold,none,3.496130895475818,0.12848492902953187,3.248128,5.193728,6.404505600000003,1,17140,1184,1,10000,18491,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,1,cold,compact-only,3.337222095238094,0.10697684901860306,3.1498239999999997,4.655923199999999,5.758238719999995,2,17172,2256,2,10000,19567,8449,42.0,1076,-1,True,21.0.12.1,sample,0.1589088002377239,4.545276049113621,265,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,1,cold,read-optimized,3.413618906870226,0.13084104449262896,3.19488,4.848025600000001,6.3114444800000005,2,17172,2256,2,10000,20955,8449,78.0,2464,-1,True,21.0.12.1,sample,0.08251198860559184,2.360094374966532,946,False
revisionWalk,Revision walk,postgresql,1,cold,none,0.004093519555585549,0.0007861828552033019,0.0033759999999999997,0.004184,0.010537600000000093,1,17140,1184,1,10000,18491,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,postgresql,1,cold,compact-only,0.003937904330083884,0.0005202377551760573,0.003364,0.005399999999999999,0.011724639999999897,2,17172,2256,2,10000,19567,8449,49.0,1076,-1,True,21.0.12.1,sample,0.00015561522550166552,3.8015019444412026,314880,False
revisionWalk,Revision walk,postgresql,1,cold,read-optimized,0.003838192278975801,0.0006005899260597972,0.003296,0.003816,0.008339520000000019,2,17172,2256,2,10000,20955,8449,66.0,2464,-1,True,21.0.12.1,sample,0.0002553272766097482,6.237353288354462,258492,False
cloneStyleTraversal,Clone-style traversal,postgresql,1,warm,none,0.011439608920717692,0.0013699148873903874,0.009216,0.014096,0.021220159999999915,1,17140,1184,1,10000,18491,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,postgresql,1,warm,compact-only,0.010940059461870068,0.001313948392255135,0.0092,0.012303999999999999,0.020352,2,17172,2256,2,10000,19567,8449,41.0,1076,-1,True,21.0.12.1,sample,0.0004995494588476233,4.366840355380635,82074,False
cloneStyleTraversal,Clone-style traversal,postgresql,1,warm,read-optimized,0.009904872927376716,0.0006848805614912624,0.009104,0.012015999999999999,0.020288,2,17172,2256,2,10000,20955,8449,68.0,2464,-1,True,21.0.12.1,sample,0.001534735993340976,13.41598304607681,44308,False
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,1,warm,none,0.010581496345908334,0.0009915664535985287,0.009248,0.012816,0.020512,1,17140,1184,1,10000,18491,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,1,warm,compact-only,0.010240900981071516,0.0009013803825997202,0.009152,0.011424800000000047,0.02040352000000002,2,17172,2256,2,10000,19567,8449,46.0,1076,-1,True,21.0.12.1,sample,0.00034059536483681783,3.2187826154523,135058,False
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,1,warm,read-optimized,0.010061646609360096,0.0007250997288287225,0.00912,0.011984,0.020672,2,17172,2256,2,10000,20955,8449,67.0,2464,-1,True,21.0.12.1,sample,0.0005198497365482384,4.9128187503391665,128884,False
lookupMissingObject,Missing-object lookup,postgresql,1,warm,none,0.00027619000563207206,0.0001804685139287796,0.00016999999999999999,0.00019999999999999998,0.00033099999999999997,1,17140,1184,1,10000,18491,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,postgresql,1,warm,compact-only,0.00023426206988175902,4.458604215671212e-05,0.00018999999999999998,0.00020999999999999998,0.00033,2,17172,2256,2,10000,19567,8449,37.0,1076,-1,True,21.0.12.1,sample,4.1927935750313045e-05,15.180830187667093,882467,False
lookupMissingObject,Missing-object lookup,postgresql,1,warm,read-optimized,0.0002255684610804372,4.711885381058922e-05,0.00018999999999999998,0.00021099999999999998,0.00033099999999999997,2,17172,2256,2,10000,20955,8449,62.0,2464,-1,True,21.0.12.1,sample,5.0621544551634866e-05,18.328521495839578,1224775,False
lookupNewestObject,Newest-object lookup,postgresql,1,warm,none,0.005352524802798169,0.0007598058822228129,0.004592,0.005416,0.014400959999999963,1,17140,1184,1,10000,18491,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,postgresql,1,warm,compact-only,0.0049146200250904494,0.00036130699796111754,0.004592,0.00488,0.0084,2,17172,2256,2,10000,19567,8449,44.0,1076,-1,True,21.0.12.1,sample,0.00043790477770771965,8.181275077488548,100479,False
lookupNewestObject,Newest-object lookup,postgresql,1,warm,read-optimized,0.005006988046076946,0.0005370971795510705,0.0045839999999999995,0.00484,0.008239999999999999,2,17172,2256,2,10000,20955,8449,76.0,2464,-1,True,21.0.12.1,sample,0.00034553675672122346,6.455584410194332,219948,False
lookupOldestObject,Oldest-object lookup,postgresql,1,warm,none,0.005010307255805542,0.000452412896022047,0.00456,0.004824,0.010263679999999935,1,17140,1184,1,10000,18491,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,postgresql,1,warm,compact-only,0.004957622253474815,0.00035091793928316434,0.0045839999999999995,0.005304,0.012256,2,17172,2256,2,10000,19567,8449,44.0,1076,-1,True,21.0.12.1,sample,5.268500233072699e-05,1.0515323640018253,835153,False
lookupOldestObject,Oldest-object lookup,postgresql,1,warm,read-optimized,0.0052169996001017885,0.0006342175100298264,0.0045839999999999995,0.0051519999999999995,0.010115999999999884,2,17172,2256,2,10000,20955,8449,65.0,2464,-1,True,21.0.12.1,sample,-0.00020669234429624653,-4.12534269343957,,False
readAllRefs,Read all refs,postgresql,1,warm,none,0.0008683658231281163,0.0007134756435744073,0.00043099999999999996,0.000481,0.0011372800000000278,1,17140,1184,1,10000,18491,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,postgresql,1,warm,compact-only,0.0005521127915116241,0.0003587671929733918,0.00035,0.00039099999999999996,0.0008331699999999764,2,17172,2256,2,10000,19567,8449,43.0,1076,-1,True,21.0.12.1,sample,0.00031625303161649215,36.4193319443703,135968,False
readAllRefs,Read all refs,postgresql,1,warm,read-optimized,0.0004632472018818537,2.743017665309985e-05,0.00039,0.00043,0.000821,2,17172,2256,2,10000,20955,8449,61.0,2464,-1,True,21.0.12.1,sample,0.0004051186212462626,46.652990071270054,150574,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,1,warm,none,1.6276918432510892,0.04076214513375194,1.5114239999999999,2.2614015999999997,2.8596224000000023,1,17140,1184,1,10000,18491,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,1,warm,compact-only,1.5505806850828723,0.03585139857811139,1.447936,2.21184,2.776145919999999,2,17172,2256,2,10000,19567,8449,43.0,1076,-1,True,21.0.12.1,sample,0.0771111581682169,4.737454358326084,558,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,1,warm,read-optimized,1.5676408839160838,0.037771523182710626,1.436672,2.2177792,3.062415360000003,2,17172,2256,2,10000,20955,8449,67.0,2464,-1,True,21.0.12.1,sample,0.06005095933500537,3.6893322027750592,1116,False
revisionWalk,Revision walk,postgresql,1,warm,none,0.004052259344663647,0.0006560350677447738,0.003404,0.0049759999999999995,0.006927199999999953,1,17140,1184,1,10000,18491,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,postgresql,1,warm,compact-only,0.004023712524627077,0.0006779950889768444,0.0034119999999999997,0.0036639999999999997,0.005998239999999991,2,17172,2256,2,10000,19567,8449,43.0,1076,-1,True,21.0.12.1,sample,2.854682003657072e-05,0.7044667581349044,1506298,False
revisionWalk,Revision walk,postgresql,1,warm,read-optimized,0.004115605007815913,0.000646368979919484,0.003364,0.00436,0.012924799999999815,2,17172,2256,2,10000,20955,8449,60.0,2464,-1,True,21.0.12.1,sample,-6.334566315226598e-05,-1.563218386692965,,False
cloneStyleTraversal,Clone-style traversal,postgresql,10,cold,none,0.0938873185913187,0.0034261292004528696,0.087168,0.105088,0.131072,10,95514,11588,10,10000,107269,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,postgresql,10,cold,compact-only,0.09133210446192008,0.0029485744353944915,0.084608,0.11584,0.133888,2,95258,3012,2,10000,98409,8449,67.0,-8860,8,True,21.0.12.1,sample,0.002555214129398617,2.7215753604820545,26221,True
cloneStyleTraversal,Clone-style traversal,postgresql,10,cold,read-optimized,0.08862909648979593,0.002820271829599741,0.08294399999999999,0.097408,0.130688,2,95258,3012,2,10000,100661,8449,93.0,-6608,8,True,21.0.12.1,sample,0.005258222101522769,5.600566914059224,17687,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,10,cold,none,0.09344992405934215,0.0027249951547532714,0.086656,0.115712,0.14654463999999967,10,95514,11588,10,10000,107269,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,10,cold,compact-only,0.09184876790977838,0.002691047048071902,0.084864,0.11788799999999999,0.142592,2,95258,3012,2,10000,98409,8449,64.0,-8860,8,True,21.0.12.1,sample,0.0016011561495637705,1.7133841099186038,39972,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,10,cold,read-optimized,0.09057529379217853,0.002692731797746326,0.083712,0.116224,0.142592,2,95258,3012,2,10000,100661,8449,92.0,-6608,8,True,21.0.12.1,sample,0.0028746302671636137,3.0761183554715132,32005,True
lookupMissingObject,Missing-object lookup,postgresql,10,cold,none,0.00027950187818078995,8.23343438965131e-06,0.000251,0.000301,0.00045,10,95514,11588,10,10000,107269,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
