operation,operationLabel,backend,pushes,cacheState,maintenanceMode,scoreMillis,scoreErrorMillis,p50Millis,p95Millis,p99Millis,activePacks,packPayloadBytes,packIndexBytes,smallPacks,smallPackRatioBasisPoints,storedExtensionBytes,unreachableLogicalBytes,maintenanceElapsedMillis,maintenanceStoredByteDelta,maintenancePackReduction,jgitDfsMidxExtensionAvailable,jdkVersion,jmhMode,latencySavingMillis,latencySavingPercent,breakEvenReads,beneficial
lookupNewestObject,Newest-object lookup,postgresql,32,warm,read-optimized,0.004892114360446097,0.0003807262085115391,0.004592,0.005111999999999999,0.008711199999999954,2,311545,4944,2,10000,321240,33796,167.0,-28536,30,True,21.0.12.1,sample,0.00021607439029826432,4.229960967412923,772882,True
lookupOldestObject,Oldest-object lookup,postgresql,32,warm,none,0.00533262666415237,0.0006350968567375122,0.004776,0.005032,0.014992,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,postgresql,32,warm,compact-only,0.0049978279749175476,0.0005138297938814356,0.0045839999999999995,0.004912,0.008858079999999957,2,311545,4944,2,10000,316628,33796,139.0,-33148,30,True,21.0.12.1,sample,0.00033479868923482273,6.278307301830204,415175,True
lookupOldestObject,Oldest-object lookup,postgresql,32,warm,read-optimized,0.004796934088137316,2.4445920179944354e-05,0.004592,0.004848,0.014487680000000166,2,311545,4944,2,10000,321240,33796,155.0,-28536,30,True,21.0.12.1,sample,0.0005356925760150542,10.045566842624702,289346,True
readAllRefs,Read all refs,postgresql,32,warm,none,0.0004935414764304777,3.213611798994407e-05,0.00039099999999999996,0.000441,0.001001,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,postgresql,32,warm,compact-only,0.0004517395188493904,0.00012566687711700926,0.00035099999999999997,0.000401,0.0009019999999999999,2,311545,4944,2,10000,316628,33796,117.0,-33148,30,True,21.0.12.1,sample,4.1801957581087234e-05,8.469796273946114,2798912,True
readAllRefs,Read all refs,postgresql,32,warm,read-optimized,0.00047510471965118924,3.57054431312188e-05,0.00037099999999999996,0.00041099999999999996,0.0010119999999999999,2,311545,4944,2,10000,321240,33796,151.0,-28536,30,True,21.0.12.1,sample,1.8436756779288417e-05,3.7356043331214326,8190161,True
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,32,warm,none,1.8582073642384096,0.058673082677984385,1.755136,2.4107008,3.9113113600000333,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,32,warm,compact-only,2.604849538818077,0.08534842171087409,2.482176,3.5004415999999994,4.396482560000002,2,311545,4944,2,10000,316628,33796,119.0,-33148,30,True,21.0.12.1,sample,-0.7466421745796674,-40.18077793409673,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,32,warm,read-optimized,2.528244468468466,0.07827453283394165,2.39616,3.33824,4.443340800000004,2,311545,4944,2,10000,321240,33796,153.0,-28536,30,True,21.0.12.1,sample,-0.6700371042300566,-36.05825254624759,,False
revisionWalk,Revision walk,postgresql,32,warm,none,0.09017355914673551,0.001487078660756434,0.086656,0.099328,0.16025599999999998,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,postgresql,32,warm,compact-only,0.08564855066569464,0.0012713826636914082,0.082304,0.09408,0.14294016000000015,2,311545,4944,2,10000,316628,33796,120.0,-33148,30,True,21.0.12.1,sample,0.004525008481040871,5.018110102183636,26520,True
revisionWalk,Revision walk,postgresql,32,warm,read-optimized,0.08291836097270762,0.0011168857536469404,0.08012799999999999,0.091136,0.1400447999999998,2,311545,4944,2,10000,321240,33796,181.0,-28536,30,True,21.0.12.1,sample,0.007255198174027894,8.04581547260636,24948,True
cloneStyleTraversal,Clone-style traversal,postgresql,100,cold,none,1.089008349344978,0.030893822815507874,1.042432,1.1159552000000001,1.5670067200000006,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,postgresql,100,cold,compact-only,0.9344236898707795,0.032055225451898914,0.879616,1.035264,1.5912959999999998,2,952358,10824,2,10000,963321,84490,271.0,-108220,98,True,21.0.12.1,sample,0.15458465947419853,14.194993047314913,1754,True
cloneStyleTraversal,Clone-style traversal,postgresql,100,cold,read-optimized,0.9175178435067595,0.030393256390480457,0.866304,1.0136576000000002,1.2668518399999997,2,952358,10824,2,10000,977117,84490,331.0,-94424,98,True,21.0.12.1,sample,0.17149050583821857,15.747400462206512,1931,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,100,cold,none,0.11844431967967105,0.003603297147826858,0.11084799999999999,0.134656,0.172032,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,100,cold,compact-only,0.11142817119983559,0.002873096172011488,0.105344,0.12718720000000017,0.163328,2,952358,10824,2,10000,963321,84490,259.0,-108220,98,True,21.0.12.1,sample,0.007016148479835463,5.923583755481408,36915,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,100,cold,read-optimized,0.1128816806826997,0.0037244126323943043,0.10419199999999999,0.1334272000000002,0.182528,2,952358,10824,2,10000,977117,84490,330.0,-94424,98,True,21.0.12.1,sample,0.0055626389969713474,4.696416858161987,59325,True
lookupMissingObject,Missing-object lookup,postgresql,100,cold,none,0.0009575854889670915,9.382097020249405e-06,0.0009109999999999999,0.000962,0.001682,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,postgresql,100,cold,compact-only,0.00025540911524959834,6.598837840072251e-06,0.00023099999999999998,0.000261,0.000441,2,952358,10824,2,10000,963321,84490,250.0,-108220,98,True,21.0.12.1,sample,0.0007021763737174931,73.32780016068354,356036,True
lookupMissingObject,Missing-object lookup,postgresql,100,cold,read-optimized,0.0002659741614508105,7.260179226656524e-06,0.00024099999999999998,0.000281,0.000461,2,952358,10824,2,10000,977117,84490,309.0,-94424,98,True,21.0.12.1,sample,0.000691611327516281,72.22449958617209,446783,True
lookupNewestObject,Newest-object lookup,postgresql,100,cold,none,0.004515897094412338,0.00011114920117791133,0.0042959999999999995,0.004752,0.007771839999999967,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,postgresql,100,cold,compact-only,0.0046436396927612665,0.00044107992549541385,0.0042959999999999995,0.004736,0.007048,2,952358,10824,2,10000,963321,84490,268.0,-108220,98,True,21.0.12.1,sample,-0.0001277425983489287,-2.828731383338842,,False
lookupNewestObject,Newest-object lookup,postgresql,100,cold,read-optimized,0.004676881322014294,0.0003655715693569425,0.0042959999999999995,0.00528,0.00808576000000001,2,952358,10824,2,10000,977117,84490,321.0,-94424,98,True,21.0.12.1,sample,-0.0001609842276019558,-3.5648338355882085,,False
lookupOldestObject,Oldest-object lookup,postgresql,100,cold,none,0.0054484330126466606,0.0004116831223280414,0.005007999999999999,0.00556,0.009869120000000111,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,postgresql,100,cold,compact-only,0.004716975264580917,0.00046306426749556,0.004312,0.004808,0.007405919999999983,2,952358,10824,2,10000,963321,84490,260.0,-108220,98,True,21.0.12.1,sample,0.0007314577480657435,13.425103077672356,355455,True
lookupOldestObject,Oldest-object lookup,postgresql,100,cold,read-optimized,0.004670803578665162,0.00042636172748709345,0.0042959999999999995,0.005208,0.007574560000000056,2,952358,10824,2,10000,977117,84490,329.0,-94424,98,True,21.0.12.1,sample,0.0007776294339814985,14.272533628962668,423081,True
readAllRefs,Read all refs,postgresql,100,cold,none,0.0005773237206609363,7.70087383257348e-05,0.000511,0.000561,0.000941,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,postgresql,100,cold,compact-only,0.0005133297256438009,1.3756857466913174e-05,0.000461,0.0005819999999999999,0.000982,2,952358,10824,2,10000,963321,84490,259.0,-108220,98,True,21.0.12.1,sample,6.399399501713545e-05,11.084594782260695,4047255,True
readAllRefs,Read all refs,postgresql,100,cold,read-optimized,0.000567926047773209,1.6299196357564005e-05,0.00047099999999999996,0.0007419999999999999,0.001802,2,952358,10824,2,10000,977117,84490,327.0,-94424,98,True,21.0.12.1,sample,9.397672887727381e-06,1.627799543204056,34795849,True
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,100,cold,none,76.0936381935484,4.182535513166245,76.28390399999999,89.57460479999999,93.585408,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,100,cold,compact-only,4.538077797570853,0.11786980583263534,4.395008,5.529599999999999,6.422118400000003,2,952358,10824,2,10000,963321,84490,283.0,-108220,98,True,21.0.12.1,sample,71.55556039597755,94.03619289955884,4,True
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,100,cold,read-optimized,4.6593869543568465,0.1379711673511822,4.468736,6.0911616,7.027671040000001,2,952358,10824,2,10000,977117,84490,333.0,-94424,98,True,21.0.12.1,sample,71.43425123919155,93.87677200752914,5,True
revisionWalk,Revision walk,postgresql,100,cold,none,0.34808134167709637,0.006417832725130751,0.336896,0.37376,0.47155199999999997,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,postgresql,100,cold,compact-only,0.2949831318900253,0.003093337279961821,0.28672,0.311808,0.4260351999999997,2,952358,10824,2,10000,963321,84490,264.0,-108220,98,True,21.0.12.1,sample,0.05309820978707108,15.25454065743304,4972,True
revisionWalk,Revision walk,postgresql,100,cold,read-optimized,0.2862212823954567,0.003552544375114103,0.27699199999999996,0.307712,0.4636211200000001,2,952358,10824,2,10000,977117,84490,311.0,-94424,98,True,21.0.12.1,sample,0.06186005928163968,17.771725132864265,5028,True
cloneStyleTraversal,Clone-style traversal,postgresql,100,warm,none,1.094760388349515,0.032158913319752125,1.047552,1.132544,1.5506841600000005,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,postgresql,100,warm,compact-only,0.9270630189300414,0.02975514545385606,0.88064,0.9420799999999999,1.6698982400000002,2,952358,10824,2,10000,963321,84490,294.0,-108220,98,True,21.0.12.1,sample,0.16769736941947355,15.318180234151312,1754,True
cloneStyleTraversal,Clone-style traversal,postgresql,100,warm,read-optimized,0.909312414407122,0.028832252500345087,0.8704,0.920576,1.257472,2,952358,10824,2,10000,977117,84490,322.0,-94424,98,True,21.0.12.1,sample,0.18544797394239299,16.939594811425216,1737,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,100,warm,none,0.11554283965677653,0.0032487445502406304,0.108288,0.13405440000000038,0.169216,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,100,warm,compact-only,0.11198507094188369,0.003333812701366789,0.10419199999999999,0.144128,0.174592,2,952358,10824,2,10000,963321,84490,284.0,-108220,98,True,21.0.12.1,sample,0.003557768714892842,3.0791771480269143,79826,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,100,warm,read-optimized,0.10910828468222203,0.0031628340150654287,0.103296,0.12070399999999999,0.144896,2,952358,10824,2,10000,977117,84490,324.0,-94424,98,True,21.0.12.1,sample,0.006434554974554502,5.568977700105467,50354,True
lookupMissingObject,Missing-object lookup,postgresql,100,warm,none,0.0009337784612777495,2.296370397488724e-05,0.000841,0.000881,0.001622,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,postgresql,100,warm,compact-only,0.0002560770304175008,1.9341992392414495e-05,0.00020999999999999998,0.00023099999999999998,0.000401,2,952358,10824,2,10000,963321,84490,275.0,-108220,98,True,21.0.12.1,sample,0.0006777014308602487,72.57625432191978,405784,True
lookupMissingObject,Missing-object lookup,postgresql,100,warm,read-optimized,0.00043180014669715695,0.00042159755638965696,0.00021099999999999998,0.00023099999999999998,0.00039,2,952358,10824,2,10000,977117,84490,340.0,-94424,98,True,21.0.12.1,sample,0.0005019783145805926,53.75775255018232,677321,True
lookupNewestObject,Newest-object lookup,postgresql,100,warm,none,0.004891050962010138,0.00040129426165405916,0.004592,0.004888,0.008136,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,postgresql,100,warm,compact-only,0.005048376890832886,0.0005373680190248488,0.0045839999999999995,0.004824,0.014879999999999999,2,952358,10824,2,10000,963321,84490,274.0,-108220,98,True,21.0.12.1,sample,-0.0001573259288227477,-3.216607842460293,,False
lookupNewestObject,Newest-object lookup,postgresql,100,warm,read-optimized,0.005229076666849694,0.0005734588750716584,0.004592,0.004952,0.015497599999999976,2,952358,10824,2,10000,977117,84490,331.0,-94424,98,True,21.0.12.1,sample,-0.0003380257048395561,-6.911105761626196,,False
lookupOldestObject,Oldest-object lookup,postgresql,100,warm,none,0.0058370997334005114,0.0006461037598396403,0.005344,0.005928,0.015075840000000083,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,postgresql,100,warm,compact-only,0.005137515454363745,0.0006047858319137964,0.004576,0.004935999999999999,0.009754560000000056,2,952358,10824,2,10000,963321,84490,273.0,-108220,98,True,21.0.12.1,sample,0.0006995842790367664,11.98513492982945,390232,True
lookupOldestObject,Oldest-object lookup,postgresql,100,warm,read-optimized,0.0051798745218056596,0.0006763251049578321,0.004592,0.0050479999999999995,0.01371440000000014,2,952358,10824,2,10000,977117,84490,317.0,-94424,98,True,21.0.12.1,sample,0.0006572252115948519,11.259448041193105,482331,True
readAllRefs,Read all refs,postgresql,100,warm,none,0.0006471728543634799,0.00047946150260211003,0.000401,0.00045099999999999996,0.0010308399999999964,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,postgresql,100,warm,compact-only,0.0004684341587639447,3.234208628247254e-05,0.000361,0.00041099999999999996,0.0009518000000000029,2,952358,10824,2,10000,963321,84490,286.0,-108220,98,True,21.0.12.1,sample,0.00017873869559953523,27.618385782780056,1600102,True
readAllRefs,Read all refs,postgresql,100,warm,read-optimized,0.0005853131759122386,0.00026887906234570637,0.00037099999999999996,0.00043,0.0009609999999999999,2,952358,10824,2,10000,977117,84490,323.0,-94424,98,True,21.0.12.1,sample,6.18596784512413e-05,9.558447644112444,5221495,True
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,100,warm,none,2.3921033006396573,0.0699716037373302,2.2732799999999997,3.0724096,3.7423513600000002,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,100,warm,compact-only,3.515560262910799,0.07212683967486093,3.3873919999999997,4.415488,5.423104000000004,2,952358,10824,2,10000,963321,84490,312.0,-108220,98,True,21.0.12.1,sample,-1.123456962271142,-46.965236073656406,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,100,warm,read-optimized,3.3550336000000014,0.07477384198021338,3.248128,4.1756671999999995,5.6600985599999944,2,952358,10824,2,10000,977117,84490,317.0,-94424,98,True,21.0.12.1,sample,-0.9629302993603441,-40.254544989877864,,False
revisionWalk,Revision walk,postgresql,100,warm,none,0.3190357551949903,0.00541773788082806,0.310784,0.339456,0.408576,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,postgresql,100,warm,compact-only,0.2701275855920972,0.0027023164538468847,0.264192,0.285184,0.35019775999999975,2,952358,10824,2,10000,963321,84490,285.0,-108220,98,True,21.0.12.1,sample,0.04890816960289307,15.329996342573285,5828,True
revisionWalk,Revision walk,postgresql,100,warm,read-optimized,0.26062553098476887,0.002745957002904963,0.253696,0.27904,0.3527270399999991,2,952358,10824,2,10000,977117,84490,317.0,-94424,98,True,21.0.12.1,sample,0.058410224210221406,18.3083630154626,5428,True
cloneStyleTraversal,Clone-style traversal,postgresql,300,cold,none,4.105794457038391,0.1286153431712209,3.977216,4.210688,11.206655999999999,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,postgresql,300,cold,compact-only,2.8255650616352197,0.10656930770681801,2.699264,2.8966912,9.930014719999999,2,2857103,28184,1,5000,2885426,253470,616.0,-329021,298,True,21.0.12.1,sample,1.280229395403171,31.181039596576188,482,True
cloneStyleTraversal,Clone-style traversal,postgresql,300,cold,read-optimized,2.7909259751861035,0.11374740856347622,2.658304,2.8125184,9.78010112,2,2857103,28184,1,5000,2913584,253470,666.0,-300863,298,True,21.0.12.1,sample,1.314868481852287,32.024703029112025,507,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,300,cold,none,0.12063221896426778,0.0033483047979116945,0.11136,0.173568,0.20085759999999964,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,300,cold,compact-only,0.11600423092519477,0.003987442398956218,0.106112,0.16358399999999998,0.18892799999999998,2,2857103,28184,1,5000,2885426,253470,583.0,-329021,298,True,21.0.12.1,sample,0.004627988039073008,3.8364444248877287,125973,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,300,cold,read-optimized,0.11673864380089516,0.004677420181219038,0.104832,0.158976,0.180992,2,2857103,28184,1,5000,2913584,253470,668.0,-300863,298,True,21.0.12.1,sample,0.0038935751633726173,3.2276411698320207,171565,True
lookupMissingObject,Missing-object lookup,postgresql,300,cold,none,0.0024088078413001556,1.680016049194721e-05,0.0022719999999999997,0.002492,0.005288,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,postgresql,300,cold,compact-only,0.00028270537355841566,8.56347108964718e-06,0.000251,0.0003,0.000551,2,2857103,28184,1,5000,2885426,253470,608.0,-329021,298,True,21.0.12.1,sample,0.00212610246774174,88.26368094991648,285970,True
lookupMissingObject,Missing-object lookup,postgresql,300,cold,read-optimized,0.00026521974625237367,7.495431706024498e-06,0.00023999999999999998,0.00028,0.0005009999999999999,2,2857103,28184,1,5000,2913584,253470,661.0,-300863,298,True,21.0.12.1,sample,0.002143588095047782,88.98958473544235,308362,True
lookupNewestObject,Newest-object lookup,postgresql,300,cold,none,0.004487589902719814,1.7362679232591603e-05,0.0042959999999999995,0.005168,0.007375359999999985,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,postgresql,300,cold,compact-only,0.004503142852695324,1.8763195974914868e-05,0.004312,0.004863999999999999,0.007461920000000041,2,2857103,28184,1,5000,2885426,253470,598.0,-329021,298,True,21.0.12.1,sample,-1.555294997550999e-05,-0.3465769001326022,,False
lookupNewestObject,Newest-object lookup,postgresql,300,cold,read-optimized,0.004797514580163445,0.0006315224543375998,0.004336,0.00516,0.007751999999999999,2,2857103,28184,1,5000,2913584,253470,677.0,-300863,298,True,21.0.12.1,sample,-0.0003099246774436312,-6.906261137092623,,False
lookupOldestObject,Oldest-object lookup,postgresql,300,cold,none,0.007059818761431943,0.0004206692739397684,0.0066879999999999995,0.007352,0.015103040000000036,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,postgresql,300,cold,compact-only,0.004615281407899878,0.00037600067449490506,0.004304,0.005061599999999977,0.007597919999999984,2,2857103,28184,1,5000,2885426,253470,595.0,-329021,298,True,21.0.12.1,sample,0.0024445373535320657,34.62606387130879,243400,True
lookupOldestObject,Oldest-object lookup,postgresql,300,cold,read-optimized,0.004562865324859857,0.0001710332149542046,0.004304,0.004928,0.0075439999999999995,2,2857103,28184,1,5000,2913584,253470,661.0,-300863,298,True,21.0.12.1,sample,0.0024969534365720863,35.36852036787456,264723,True
readAllRefs,Read all refs,postgresql,300,cold,none,0.0005827781163812184,0.00015382448685300108,0.0005009999999999999,0.000551,0.0008816100000000006,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,postgresql,300,cold,compact-only,0.0005106441892621064,8.454740851164384e-06,0.00047099999999999996,0.000531,0.000932,2,2857103,28184,1,5000,2885426,253470,586.0,-329021,298,True,21.0.12.1,sample,7.2133927119112e-05,12.377597080520149,8123778,True
readAllRefs,Read all refs,postgresql,300,cold,read-optimized,0.0005334054796873654,1.4207511102149293e-05,0.000481,0.000561,0.001072,2,2857103,28184,1,5000,2913584,253470,674.0,-300863,298,True,21.0.12.1,sample,4.937263669385302e-05,8.471944176702134,13651287,True
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,300,cold,none,248.96530618181814,26.49067166705738,244.318208,287.309824,287.309824,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,300,cold,compact-only,4.075892363636363,0.13765651586491742,3.92192,5.4059008,7.301283840000001,2,2857103,28184,1,5000,2885426,253470,591.0,-329021,298,True,21.0.12.1,sample,244.88941381818177,98.36286733033407,3,True
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql,300,cold,read-optimized,4.462319204771372,0.138736446729709,4.276224,5.6836096,6.967459839999997,2,2857103,28184,1,5000,2913584,253470,665.0,-300863,298,True,21.0.12.1,sample,244.50298697704676,98.20765420162094,3,True
revisionWalk,Revision walk,postgresql,300,cold,none,1.3778999385371846,0.015039162424841617,1.339392,1.4594047999999997,2.27213312,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,postgresql,300,cold,compact-only,0.8986485166466105,0.0018283003618137575,0.894976,0.922624,0.9534054399999999,2,2857103,28184,1,5000,2885426,253470,591.0,-329021,298,True,21.0.12.1,sample,0.4792514218905741,34.7812935095534,1234,True
revisionWalk,Revision walk,postgresql,300,cold,read-optimized,0.8900942250598564,0.005104556609643641,0.876544,0.9171456000000001,1.460224,2,2857103,28184,1,5000,2913584,253470,698.0,-300863,298,True,21.0.12.1,sample,0.48780571347732826,35.40211446668586,1431,True
cloneStyleTraversal,Clone-style traversal,postgresql,300,warm,none,4.342495382239384,0.13545308400177747,4.2188799999999995,4.3999232,12.096962559999987,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,postgresql,300,warm,compact-only,2.871928970625798,0.10030137135927686,2.760704,2.932736,10.141696,2,2857103,28184,1,5000,2885426,253470,632.0,-329021,298,True,21.0.12.1,sample,1.4705664116135857,33.864547504831854,430,True
cloneStyleTraversal,Clone-style traversal,postgresql,300,warm,read-optimized,2.959814812089355,0.11341242955765726,2.740224,4.037836799999999,9.89200384,2,2857103,28184,1,5000,2913584,253470,697.0,-300863,298,True,21.0.12.1,sample,1.3826805701500287,31.840691778398465,505,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,300,warm,none,0.11614057747794505,0.0036954743036203062,0.109568,0.124928,0.16340224000000023,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,300,warm,compact-only,0.11229949982430601,0.0036803577664018196,0.10457599999999999,0.146176,0.16358399999999998,2,2857103,28184,1,5000,2885426,253470,640.0,-329021,298,True,21.0.12.1,sample,0.003841077653639044,3.307265847174266,166620,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql,300,warm,read-optimized,0.11370178438964747,0.004167844082050153,0.104448,0.146176,0.16274175999999976,2,2857103,28184,1,5000,2913584,253470,706.0,-300863,298,True,21.0.12.1,sample,0.002438793088297586,2.099863063588357,289488,True
lookupMissingObject,Missing-object lookup,postgresql,300,warm,none,0.0023817261737419195,1.571980296785443e-05,0.00226,0.002392,0.004683520000000018,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,postgresql,300,warm,compact-only,0.00024857164189923906,7.077605465148307e-06,0.00021099999999999998,0.00025,0.00043099999999999996,2,2857103,28184,1,5000,2885426,253470,646.0,-329021,298,True,21.0.12.1,sample,0.0021331545318426805,89.56338286744739,302838,True
lookupMissingObject,Missing-object lookup,postgresql,300,warm,read-optimized,0.0002526340626656459,6.744302184052257e-06,0.00021999999999999998,0.00029,0.00045099999999999996,2,2857103,28184,1,5000,2913584,253470,706.0,-300863,298,True,21.0.12.1,sample,0.0021290921110762736,89.39281662808729,331597,True
lookupNewestObject,Newest-object lookup,postgresql,300,warm,none,0.005047594024604573,0.0005955635544072678,0.0046159999999999994,0.005088,0.008432,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,postgresql,300,warm,compact-only,0.005465590656081752,0.0010320088899712875,0.0046,0.004856,0.008224,2,2857103,28184,1,5000,2885426,253470,617.0,-329021,298,True,21.0.12.1,sample,-0.00041799663147717905,-8.281106393256831,,False
lookupNewestObject,Newest-object lookup,postgresql,300,warm,read-optimized,0.005399881308666723,0.0008020624361631921,0.0046,0.005101599999999977,0.015567999999999999,2,2857103,28184,1,5000,2913584,253470,704.0,-300863,298,True,21.0.12.1,sample,-0.0003522872840621503,-6.979310981527449,,False
lookupOldestObject,Oldest-object lookup,postgresql,300,warm,none,0.007181119760321661,0.00044340096123899404,0.006719999999999999,0.008799999999999999,0.013038080000000073,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,postgresql,300,warm,compact-only,0.005181257652691131,0.000772397660311332,0.004592,0.005096,0.009344,2,2857103,28184,1,5000,2885426,253470,615.0,-329021,298,True,21.0.12.1,sample,0.00199986210763053,27.848889509969,307522,True
lookupOldestObject,Oldest-object lookup,postgresql,300,warm,read-optimized,0.005199660741307949,0.0007865129629720429,0.004592,0.005344,0.009031999999999998,2,2857103,28184,1,5000,2913584,253470,693.0,-300863,298,True,21.0.12.1,sample,0.001981459019013712,27.592619050332583,349743,True
readAllRefs,Read all refs,postgresql,300,warm,none,0.0004721941509628259,1.0815681707955431e-05,0.000421,0.00047099999999999996,0.0011008800000000046,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,postgresql,300,warm,compact-only,0.0007117519173311514,0.0006963510650863941,0.000361,0.00041999999999999996,0.000901,2,2857103,28184,1,5000,2885426,253470,612.0,-329021,298,True,21.0.12.1,sample,-0.0002395577663683255,-50.7328957548195,,False
